Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/19/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Iran, Islamic Rep.",IRN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,20015,20015,20015,18015,18013,20014,21114,22515,24019,24016,26066,24309,19488,19949,69062,66807,70038,69745,67170,65413,43659,44608,92818,96665,99554,102850,133381,190800,208792,234383,241929,255504,305707,322005,308100,339661,351725,369988,367297,380197,383991,351142,324838,350123,369990,410567,445879,402767,407842,420372,443650,487633,537271,553776,620427,631122,689722,782480,828872,,
Iraq,IRQ,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,9000,9000,9000,11300,19200,16800,14100,10200,19100,22000,32090,27100,31500,26700,22446,19532,25537,23101,22862,51785,49623,22445,20101,18503,16524,17000,16000,16000,21461,21555,22629,13485,18073,19941,25147,28208,30737,31302,22574,22423,20767,33300,26000,17200,12936,26008,59075,53032,34580,28245,19348,31541,51077,56853,59000,27296,31300,35220,36936,,
Iceland,ISL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,630364,734414,847818,797883,989617,1218265,1260773,915607,617636,707632,749177,700435,741987,922575,955304,1002392,1015723,1394012,1579608,1661732,1525412,1450448,802352,855473,1552077,1695794,1668631,1644379,1771529,1516936,1521381,1055867,1583211,1726886,1570946,1624389,2074581,2225451,1699724,1754408,2000047,2003941,2149646,2008697,1755563,1686014,1348112,1421102,1306719,1164638,1081992,1165159,1466947,1380562,1095669,1336609,1085548,1198006,1278445,,
Israel,ISR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,5400,5900,7400,7000,7700,8900,14900,14900,18100,12100,15401,18713,20736,18295,15978,17751,18709,18512,19838,17976,16591,16414,15047,12182,12930,14149,12857,14531,13413,12305,9429,6373,6360,6180,5876,5289,6173,5414,6701,6861,7712,7319,5742,4055,3340,4151,3820,3435,2708,2714,2612,2575,3242,1983,2042,2124,1588,2054,2054,,
Italy,ITA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,213960,240430,217082,226952,317196,344541,358591,358836,346140,349879,389117,390997,407839,395315,426700,399103,414847,363244,387029.4063,412114.4063,430265.5,430152.0938,449270.6563,454107.4688,484030.7188,482302.2188,457244.4375,443729.6875,439227.375,415807.3125,376932.1563,411327.1563,396467.5,397542.4063,399338.8125,397882.0938,367754.5,345649.5938,308484.6875,284841.3438,304180.8438,312408.6875,271913.0938,297710.8125,288945.8125,298606.0938,317853.6875,289486.4375,237628.5,254520,234963.5,217841.7031,202444.4063,177914.7031,183846,198768.9063,197945,197389.4063,206936,,
Jamaica,JAM,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,8500,11500,11900,10000,10000,9000,9000,9000,8500,8500,8500,9300,9500,9600,10100,10100,10130,10107,9759,9826,9230,8018,8065,8813,9610,9881,9813,8969,11880,13068,13650,15250,19100,23000,25277,24750,24255,20035,17546,17264,5540,14319,14892,12482,13471,13096,17703,16398,13055,16154,15390,17998,15383,18349,15204,17025,16800,19264,15346,,
Jordan,JOR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,100,100,200,200,200,200,200,100,100,100,100,200,100,100,92,65,49,31,31,36,56,35,19,17,102,152,202,252,302,352,352,370,380,395,410,425,440,450,470,510,550,520,526,481,494,510,497,506,500,569,486,500,648,760,873,873,873,873,873,,
Japan,JPN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,5945151,6425841,6542629,6350329,6026892,6566241,6759965,7488493,8160845,8141183,8764099,9306614,9635094,9929283,9913992,9722912,9781111,9848253,9850654,9640242,10067348,10360482,10467873,10858494,11616601,10970693,11505643,11333005,11401496,10661273,9819588,8716800,7976649.5,7448231.5,6785678,6162111,6115649.5,6102891,5443979.5,5337468,5210971,4854643.5,4520996,4818020.5,4467887.5,4457997,4466579.5,4444244.5,4451463.5,4243057.5,4195919.5,3882936.25,3765347.25,3738956.5,3734200.5,3501171.75,3283773.5,3278874,3209746,,
Kazakhstan,KAZ,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93260,92530,78500,69308,65124,56700,46433,48402,44273,31826,25000,36170,36620,22960,24668,25195,33306,37621,30045,34201,51267,38170,46827,34896,36939,34692,37137,40461,41335,31157,32000,,
Kenya,KEN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,12600,13500,18400,20100,20700,23400,27900,27300,28200,32000,33700,28300,30000,29000,28581,27373,41164,43009,46425,51735,47875,57900,81718,98357,91127,106251,120244,136692,139791,148843,204082,201397,165850,186630,207620,195532.75,181763.3438,163033.6563,173868.5781,209277.3906,219258.9063,169010.3281,149131.3281,124343,131159.0781,158870,167976,138636,140613,141063,145866,185630,165208,169539,175390,171871,148092,129966,130946,,
Kyrgyz Republic,KGZ,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,312,327,225,201,127,131,185,145,85,85,48,52,180,151,63,7,26,37,14,8,10,27,60,90,120,227,31,89,90,19,,
Cambodia,KHM,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,35000,45000,45000,40000,40000,45000,45000,50000,50000,52000,52200,77100,87100,84700,84700,84700,84700,84700,40900,30000,19600,51354,68251,67227,62814,67578,71451,79724,82296,81018,110681,117254,106342,105885,101254,117691,114910,119800,148600,294536,310668,464200,457032,442365,380637,504000,620142,587445,587500,650000,490094,560839,566695,649468,632857,626243,635705,670645,692274,,
Kiribati,KIR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,5000,5000,6000,6000,6000,6000,7500,7500,7500,7500,8800,8900,9100,9200,9475,9650,9824,10053,10606,10838,12929,13502,13009,22485,19380,22844,29271,37877,25002,30983,26852,29170,30023,28884,29569,32121,33687,32139,37284,56641,35446,33280,36694,33712,31061,30562,25661,34170,27299,39426,43116,62927,77779,81531,116969,146036,172822,161136,196895,,
St. Kitts and Nevis,KNA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,600,600,600,700,700,700,800,800,800,800,1000,1000,1000,1000,1000,1218,1684,1695,1790,1777,1935,1900,1930,1177,1115,995,901,924,800,710,620,450,300,250,357,339,687,418,967,933,970,1039,949,873,1111,1516,1179,1275,1342,2064,21754,31071,21887,17717,66142,100398,65769,85457,1047,,
"Korea, Rep.",KOR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,338564,407113,445551,451868,527726,566749,611931,663787,735298,798940,753291,916429,1179171,1421467,1681041,1781746,1993033,1930481,1958709,1936739,1864156,2106131,2038972,2146521,2229202,2303171,2708406,2457850,2317365,2468774,2496909,2195470,2348616,2279380,2385513,2342340,2437331,2227947,2040943,2131769,1838369,2009472,1704787,1662267,1590000,1662312,1773003,1888972,1971610,1872460,1735577,1757763,1679908,1605276,1756047,1658982,1371799,1363142,1345906,,
Kuwait,KWT,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3500,3500,3500,3500,4000,4000,4000,4500,4500,4500,4700,5700,5000,6100,5502,5934,4648,5913,6489,3065,3689,3714,6628,8722,9639,10116,7630,7699,10788,7643,4454,2034,7871,8466,7752,8616,8255,7827,7798,7398,6978,5846,5360,4060,5061,4895,5635,4373,3979,4708,6373,4038,4030,4633,4197,4287,5493,3978,2871,,
Latin America & Caribbean (excluding high income),LAC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4292319,6073156,7868059,7824905,10136256,8574198,9985611,11464205,11955838,10618504,14127795,12273424,6607995,4517465,6234983,5586328,6625263,5158475,6784914,7150023,6391807,6623013,7428851,4879357.85,7314480.172,8666685.377,10118865.62,9002479.58,11128410.83,11284278.85,10800063.67,10982142.47,11445974.3,13460243.42,16718799.65,14461303.58,15277283.3,13446051.88,9335458.352,13602169.6,15968267.38,13465639.5,13971765.88,11199402,14811186.38,14562258.5,12880329.25,12813592.5,13071382.63,12340620.88,9621789,13620797.63,10059726.25,11363515.13,9103174.625,9917574,8796133.25,9293379.497,12121004.75,,
Lao PDR,LAO,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,12000,12000,15000,14984,14976,14968,17952,17928,17904,17872,19840,19784,19728,19656,19568,21464,21336,21192,21016,22816,22592,22320,22016,23672,23500,22000,21000,22000,21000,20000,18000,18500,19240,19500,23800,27370,23000,18857,19642,30041,29250,31000,33440,29800,29800,26560,26925,28410,29200,30800,30900,34000,34106,38946,60237,62635,70915,70900,70900,,
Lebanon,LBN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,2100,1900,2000,2200,2000,2300,2500,1800,2500,3000,2300,2000,1800,2400,3100,2400,1700,1600,1700,1650,1700,1500,1400,1300,1200,1400,1500,1713,1713,1713,1430,1732,1731,2032,2237,4085,4135,3655,3520,3560,3666,3670,3970,3898,3866,3798,3811,3700,3600,3500,3400,3300,3200,3100,2998,3638,4291,3617,2796,,
Liberia,LBR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4200,3700,4000,4000,4000,4500,5000,6000,6000,7000,8000,8200,8900,9300,10064,10046,10132,10190,10812,13484,11791,13004,13553,15277,14650,11478,16053,18731,16074,14802,6463,9620,8891,7782,7721,8829,8308,8491,10697,14682,11518,10496,11042,10464,13725,12147,8894,14488,7890,10700,11700,13571,14159,15201,14522,14079,13718,11974,14115,,
Libya,LBY,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,2013,1700,1500,1400,1600,2924,3324,4236,5560,6500,5500,5600,2549,2975,4769,4949,4059,2046,4355,4500,12752,13130,14706,10122,11979.77539,15900.60059,17947,18592,21660,22008,24734,26036,28828,31093,33508,34408,35984,36885,37919,43603,49969,47296,44013,41834,39902,37395,34652,31926,47650,52117.30078,50006,30004,35004,36004,25003,26002,30002,32000,32266,,
St. Lucia,LCA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,600,600,600,600,800,800,900,1000,1100,1100,1419,1519,1519,1627,1700,2000,2200,2500,2600,1024,969,891,921,910,946,1052,840,651,791,807,948,1016,1107,1395,1345,1343,1402,1416,1709,2061,2027,2160,1895,1668,1706,1590,1647,1732,1895,2066,1964,1811,1944,1991,1982,2030,2117,2091,2019,,
Latin America & Caribbean,LCN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4685950,6561261,8561037,8646809,11375616,9385167,11507712,12664112,13460451,11808792,15461460,13915608,7549786,5376075,7545010,6738568,8329664,6862219,9040019,10166977,9663362,10451149.79,11536313.04,9386270.004,12282262.24,14114520.2,16125991.52,14259618.61,16743088.5,18210535.46,16415054.85,17392070.01,18294235.83,19864853.37,24907786.66,22520039.06,22500776.44,19777443.47,13191486.04,19157195.6,20913853.38,17938984.5,18916349.88,15533045,20529180.38,19745757.55,17788313.25,17321378.7,17398262.63,16528960.71,12997526.44,17443671.63,13414706.08,13996866.13,12055944.84,12419570.29,10967637.25,12000098.44,14809140.44,,
Least developed countries: UN classification,LDC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1667650,1733988,1855993,1857099,2086029,2094135,2223430,2281310,2442865,2629524,2719812,2775045,3185258,3186184,3116990,2782745,2712108,2871832,2801088,2732561,2749909,2835401,2837362,2981169.694,3120558.738,3162749.996,3342276.387,3465726.115,3576545.283,3657493.72,3799995.543,3730519.527,3876444.023,3957412.379,3864227.359,4140028.402,4015523.237,4376890.684,4424866.4,4910259.147,5242991.332,5597729.611,5761895.045,6237621.469,6815379.484,7239394.641,7330758.16,7726137.883,7648939.199,8153015.895,8038410.156,8250433.66,8410566.574,8614897.281,8765119.516,8851303.234,9408034.461,10106828,10073047.75,,
Low income,LIC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,726190,772400,810200,844700,867100,941200,1013500,1055700,1128800,1161763,1121801,1172445,1264873,1351437,1419446,1435125,1470019,1518701,1849435,1785221,1709641,1873393,1852134,1555201.649,1672963.396,1615255.11,1746083.931,1975000.56,1756779.9,1812091.9,1590974,1457309,1542753,1570945,1494901,1564059,1476310.6,1491270,1454946.9,1534712.55,1625080,1638430.5,1685398.5,1896515.5,2077944.5,2112932.5,2068394.5,2078617.5,2092167.5,2234886,2278662,2417371,2472224,2589233,2632206,2569420,2633683,2917634,2850154,,
Liechtenstein,LIE,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sri Lanka,LKA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,48103,59628,73471,71614,91125,74632,79973,82237,98302,95060,89241,74980,91867,96528,100469,109215,131643,136145,156083,164763,183416,201904,216283,220430,162462,177379,183568,186624,204875,219756,182893,210271,204433.0781,229670.8906,245586.6719,234526.9219,260186.3125,270506.8438,283119.875,310172.6875,296749.5938,267550,272602,319759.1875,332854.4063,216663,278603,304903,323888,336942,390187,428204,475801,494436,530482,502062,520931,507979,510537,,
Lower middle income,LMC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3892480,3786573,4039072,4272473,4944385,5005466,5337563,5447851,5768357,6095960,6390108,6741130,7207736,7718303,7622044,7284773,7214071,7566031,7567075.895,7563530.789,7680038.094,7966873.078,8038413.641,8657455.156,8947796.426,9076408.527,9605185.492,9709981.965,11020053.39,11533908.54,11981488.65,12009226.18,11927502.95,12173643.23,12542494.8,13079468.43,13153331.95,13880373.13,14021568.22,14913426.53,15593804.12,16255318.28,16278198.29,16679954.46,16913659.42,17743169.22,18134649.81,18573255.35,19015651.07,19590623.94,20157358.02,19642312.79,20786357.32,20920666.2,21803203.78,21812572.34,22844555.3,23943075.63,23853197.8,,
Low & middle income,LMY,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,13176270,15461216,17805403,18250237,21596914,20453983,22518495,24742651,26417865,25393134,28677779,27530404,22861199,21730007,23763751,22838813,23993598,23427298,25322852.89,25303715.79,24549997.09,25541413.08,27032273.64,25490093.56,28302250.21,30262290.11,33444991.9,34373213.67,46500550.21,47168711.47,46674179.98,46842072.84,48241675.4,50923168.77,55522270.95,56421158.3,59031739.55,58443578.8,55280702.58,60203495.08,63091807,60479649.48,60935404.46,59284185.36,63318183.46,63945356.22,62833307.66,63316039.75,63427995.2,63688043.32,62289510.62,66610113.21,64844693.37,66703507.33,66296039.31,67749739.64,67344223.25,69054430.73,72031815.64,,
Lesotho,LSO,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,16,22,22,26,28,30,30,30,32,24,40,42,45,45,45,48,50,45,45,45,50,50,52,52,52,52,52,,
Late-demographic dividend,LTE,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,5180988,5748482,6455632,6699273,7556841,7586778,8587059,8221681,8742568,8660214,8890363,9688717,9802268,10414499,10938978,11009063,11767839,12654414,13630849.89,13962325.79,14010436.09,15173690.29,15431809.04,16270905.22,17736642.7,18669419.43,20368308.51,20678055.52,30635099.03,31919364.8,29875926.57,30196568.29,30841958.89,30875214.08,33845220.69,36545878.24,37695745.06,37262348,34785081.69,36554647.17,36084914.33,34818294.17,34929720.79,34313505.83,35676369.93,35194416.37,35008388.26,34430693.98,33739516.44,34124254.34,33768725.96,34512868.18,34922426,34921817.45,35630349.92,35503276.22,34978380.58,35493287.79,35275282.86,,
Lithuania,LTU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411535,411812,334414,468022,188467,117171,49162,57368,88514,44002,66578,72962,78988,150831,150146,157205,161988,139785,154548,187513,182760,172692,149851,138557,66970,90871,150067,85144,106945,89770,74383,,
Luxembourg,LUX,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Latvia,LVA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541212,535435,457598,409957,156747,141974,138105,149194,142644,105682,102331,125389,136403,128176,117553,114543,125391,150618,140389,155276,157934,163213,164819,154310,94404,116029,119536,81340,114278,118140,135467,,
"Macao SAR, China",MAC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,5800,5800,5800,5500,5800,7000,7500,7500,7000,7000,5900,6100,5900,6000,6000,6000,7400,7160,9236,7881,6624,7545,6656,6250,8800,9100,8042,3517,2485,3464,2583,2322,2668,1898,1890,1604,1418,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,,
St. Martin (French part),MAF,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,90,90,90,90,90,90,90,,
Morocco,MAR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,167700,176681,171949,180535,208582,225486,318580,273356,231475,233697,258177,234784,275036,399681,288681,230466,288930,265361,298072.0938,290355.6875,335327.5938,395626,369420,459245,472646.0938,478155.4063,600413,499174.1875,556290.375,526948.625,574947.3125,603392,558729.125,631623.375,759687.1875,856811.8125,647629,791389.625,714037.125,746209.25,914824.1875,1106101.875,969539.625,929778.625,931280.6875,1039210,891750.625,891845.5,1006167.688,1175436.5,1143652.125,978737.375,1180170.375,1275508.75,1375097,1384017.625,1472314.375,1402130.75,1386548,,
Monaco,MCO,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Moldova,MDA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,1865,2331,195,124,90,118,128,26,26,19,9,25,28,38,58,85,56,51,26,36,26,44,50,50,50,50,50,50,50,50,,
Madagascar,MDG,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,29500,30500,32000,37400,46000,45300,56000,59100,64700,50063,53901,56745,57733,65916,71399,61983,60939,62462,61076,60498,57408,57969,59478,63476,67428,69025,84247,93400,104909,101809,105600,100387,106175,116669,120120,119038,120020,123161,121725,122740,127573,133823,137061,137970,140676,138498,141353,154128,123904,134553,129638,127070,118075,104597,95824,114905,142833,161606,129568,,
Maldives,MDV,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,13000,12000,12000,12000,12000,19600,22400,25100,23700,32300,37273,35176,32268,35706,37258,28325,34634,29636,31769,31175,38624,40916,37838,44110,56081,62076,59964,58502,72589,72065,80225,81523,82392,90156,104242,104754,105848,108312,118285,124217,119373,127636,163770,156132,158528,186274,185811,144511,133839,117061,122804,120835,120000,130217,128695,127381,129331,142378,151013,,
Middle East & North Africa,MEA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,459097,487021,512290,519744,572091,571453,678673,622478,592916,600325,651290,659696,727052,896400,909226,878710,953008,918022,915669.8945,952457.7891,979765.0938,996027.0781,1038968.641,1158072.237,1197100.859,1276794.992,1438603.536,1482517.035,1660684.633,1599087.344,1656211.07,1715137.555,1743129.852,1866489.273,2060126.453,2227003.695,2007869.211,2221165.516,2174406.719,2254273.484,2400249.914,2687138.969,2545247.992,2568551.742,2590374.563,2693411.609,2666575.961,2554420.813,2587138.875,2822148.613,2752934.922,2604503.375,2989608.375,3119087.453,3254882.797,3253716.625,3399446.875,3508171.75,3756411.297,,
Mexico,MEX,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,196413,224801,220180,245480,250020,259620,291500,356550,366650,354250,384528,422925,458147,477730,441879,497173,538670,578289,826585,1018607,1276487,1629058,1422637,1062998.75,1127538.875,1245082.25,1343933.75,1449654.75,1377858.5,1502265.75,1424798.875,1428316.875,1219951.5,1164911.625,1230374.75,1380516.375,1500101.5,1533101.375,1193486.25,1238933.5,1351027.375,1449527.5,1482727.875,1387506,1289765.375,1325938.5,1368697.25,1475206.5,1587709.625,1619877.875,1528285,1571844.625,1582514.25,1627718.125,1531398.625,1480859,1526107.25,1640382.5,1703211.25,,
Marshall Islands,MHL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,150,150,160,160,200,200,220,320,400,395,380,300,329,488,388,375,2772,400,500,700,8261,36581,39859,38885,47887,57583,43974,61230,35103,46316,59751,93272,75388,80624,78743,89742,64795,70572,77700,,
Middle income,MIC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,12450080,14688816,16995203,17405537,20729814,19512783,21504995,23686951,25289065,24231371,27555978,26357959,21596326,20378570,22344305,21403688,22523579,21908597,23473417.89,23518494.79,22840356.09,23668020.08,25180139.64,23934891.91,26629286.81,28647035,31698907.97,32398213.11,44743770.31,45356619.57,45083205.98,45384763.84,46698922.4,49352223.77,54027369.95,54857099.3,57555428.95,56952308.8,53825755.68,58668782.53,61466727,58841218.98,59250005.96,57387669.86,61240238.96,61832423.72,60764913.16,61237422.25,61335827.7,61453157.32,60010848.62,64192742.21,62372469.37,64114274.33,63663833.31,65180319.64,64710540.25,66136796.73,69181661.64,,
North Macedonia,MKD,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,164,196,208,78,130,131,135,208,128,148,162,213,271,147,177,166,222,236,268,249,334,282,350,122,87,140,,
Mali,MLI,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,80000,80000,90000,90000,90000,90000,110000,100000,106000,108000,110000,90000,80000,85000,75000,75000,75000,75000,75000,83586,88228,75564,73451,61289,54708,54178,61002,55701,55858,71825,70535,68749,68467,64300,62850,132900,111910,99550,98000,98536,109870,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,108149,71229,99353,80000,92480,102486,106221,90386,,
Malta,MLT,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1219,1325,1322,1634,1420,1228,1312,1414,1228,1135,1212,1247,1247,1644,1546,1529,1571,1483,1079,1322,1078,942,1216,999,1226,2585,1168,1052,896,941,796,773,579,845,2365,4636,9199,1040,1180,1247,1074,902,1085,1138,1138,1406,1332,1235,1391,1641,1836,1920,2201,2356,2405,2563,3561,2164,2733,,
Myanmar,MMR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,360000,360000,360000,360000,360000,360000,360000,380700,396100,413900,431670,441840,452300,462240,432510,483620,499830,516730,537470,561570,577220,591420,580950,583710,609740,643750,680718,680371,698874,726816,736731,726672,731544,739702,746241,751710,602280,780800,830650,920010,1093200,1187880,1284340,1343860,1586600,1732250,1823450,1907750,1907010,1892600,1961150,1975920,1962231,1919001,1970550,1970470,2072390,2155440,2033110,,
Middle East & North Africa (excluding high income),MNA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,351678,372796,384268,390210,443471,432425,526461,465264,433488,445790,471277,449636,491569,636961,608853,557857,635712,622444,640513.8945,706033.7891,755739.0938,786626.0781,817201.6406,912461.2366,948127.8589,1022561.992,1185739.536,1179584.035,1324857.633,1307083.344,1372183.07,1441189.555,1462317.852,1581652.273,1749635.453,1903365.695,1690236.211,1909054.516,1871398.719,1950634.484,2090657.914,2355156.969,2217242.992,2245293.742,2244778.563,2352687.609,2310263.961,2200756.813,2252313.875,2478745.613,2406181.922,2274876.375,2612308.375,2732018.453,2861271.797,2816387.625,2938600.875,2981078.75,3023863.297,,
Montenegro,MNE,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.800049,1131,1680,1661.199951,1345.400024,1517.599976,1390.599976,1580.5,1556.400024,1486.800049,1595,1079.699951,1292.800049,,
Mongolia,MNG,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,250,250,280,280,290,290,290,300,300,300,300,300,300,300,300,300,265,494,537,346,262,184,347,370,374,412,383,281,254,124,100,120,165,184,158,221,180,311,524,425,290,263,382,305,366,326,185,88,90,100,80,61,55,49,63,15,22,25,,
Northern Mariana Islands,MNP,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,100,150,150,150,150,200,200,200,200,200,150,150,150,150,150,150,150,150,150,145,143,143,98,245,345,241,311,218,227,258,175,133,153,147,178,193,249,264,255,192,336,406,296,172,169,214,221,219,168,192,243,186,222,942,1169,1082,1022,1041,1154,,
Mozambique,MOZ,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,13400,12800,12800,13500,13900,16200,17300,17000,17700,19000,20100,22900,22900,26300,28660,25490,27900,26950,25940,28630,33850,40630,38180,40940,34947,36326,42678,40788,36433,31167,35182,29820,27117,26479,24704,30396,38749,43139,36263,38611,42248,37033,45507,93034,90588,85319,95903,92802,122221,150780,166004,212338,217930,244078,263804,297878,328607,413429,367144,,
Mauritania,MRT,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,20000,22000,23000,23000,23000,25000,27000,30700,37000,43000,49570,58925,36291,33190,43697,33921,33834,37897,41467,24541,21598,58779,56288,81600,57676,66277,76614,88397,77666,76000,66000,67637,66054,59452,53746,56147,63324,74127,98043,104527,114456,140142,156131,199650,270733,304877,165312,223207,195328,216900,276238,372011,437709,387833,378339,403776,609754,794580,967706.75,,
Mauritius,MUS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,2500,2500,2800,2800,2800,3000,3000,3000,3300,4000,5400,5200,6600,6400,7679,7038,6660,7667,7108,6525,6348,7132,9780,9434,10346,12176,12849,17279,17117,16898,14098,18576,18861,20579,18145,16395,11869,14025,12093,12205,9615,10986,10706,11086,10371,10005,8681,8505,6871,7956,7366,7306,6502,7913,14755,15796,18211,24987,28314,,
Malawi,MWI,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,13600,14300,19500,21700,21200,33900,32500,29300,32900,38200,47000,60000,70000,69300,70275,70986,74893,68186,67768,59953,65694,51319,58322,66863,64945,61892,73170,88793,80002,72854,75025,65094,69527,69987,60311,54614,64205,56740,41311,45591,50200,41875,41389,53844,56483,60232,73485,67787,73389,72430,101548,86015,131455,117621,118913,147889,164949,211295,234949,,
Malaysia,MYS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,147800,160100,179877,198200,192300,208500,246800,315100,353800,318800,307452,337219,326872,401900,473420,442196,481497,572564,629671,632290,614931,735722,675223,748723,735024.375,745432.375,770663.3125,864581.5625,828913.1875,891140.0625,957078.1875,916076.8125,1027695.75,1051134.125,1070416.5,1116860,1134374,1176462,1157268,1256049,1293956,1239235,1279775,1291428,1341221,1219322,1292167,1390074,1403373,1402090,1438317,1383315,1483168,1493793,1471209,1499610,1589586,1478783,1467021,,
