Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/19/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Algeria,DZA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,25500,30400,21500,16900,17300,18300,20350,21150,18250,23150,24234,23715,28313,31243,35758,37693,35122,43475,34143,38678,48000,56000,64500,65000,65500.89844,66000.60156,65261.80078,94093.79688,106437.2969,99187.42188,90196.24219,79702,95273.91406,101899.9688,135409.8594,105878.6641,81995.79688,91585.39844,92337,102399,113159.8984,133628,134324.7969,140959,113464.2031,126260.2969,145763.7969,147363.125,138862.4375,127777,93464,101815,105621,101057,97828,95946,100180,104100,115255,,
East Asia & Pacific (excluding high income),EAP,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4850888,5317192,5653897,5857925,6111662,6423458,6755314,7035496,7585058,7753276,7789680,8367086,9060977,9433376,9557914,9699910,10074648,10845539,11085045,10644989,10592227,11195286,11880923,12387630.97,12547902.11,13033646.12,14258677.6,15548665.65,15679884.63,16492400.53,17029752.31,18049860.97,19538282.66,20947333.84,22944793.11,24984504.06,26534671.89,27295467.93,28316706.75,28632682.46,28837251.21,28778491.24,29201609.97,30018670.58,30816707.33,31091055.61,31564397.85,31780142.54,31410786.2,31604454.63,31803682.09,32283242.41,32750749.95,33415122.75,34739383.98,35161388.45,34706378.43,34501966.38,34527696.75,,
Early-demographic dividend,EAR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,8283323,10188578,12053524,12368883,15287986,13986004,15705300,17575364,18671798,17309427,20553998,18859277,13150461,11608727,13782064,13003372,13900406,12654923,14270668,14884224,14211304,14550116.58,15429303.64,13542548.26,15970626.28,17609285.6,19440668.37,19279117.59,21795265.44,22033689.35,21909889.61,22417966.75,23902526.94,26368697,29778392.82,27671114.6,28486953.1,27458528.89,23578559.39,28412646.96,31249727.48,29576343.74,30598923.64,28441413.78,32164435.25,32474858.41,31002623.89,31424021.16,31894308.26,31489341.8,29397161.09,32963117.04,30520827.2,31348291.88,30267228.61,31630212.45,30906646.68,32113903.87,35708302.5,,
East Asia & Pacific,EAS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,11523975,12589954,13118594,13163580,13186114,14105562,14736372,15844517,17263531,17489643,18176863,19490317,20823624,21778154,22115001,22207647,22883601,23734040,24044423,23444287,23802495,24907607,25645813.81,26666317.38,27775412.09,27695633.33,29939253.41,30973557.65,31207834.76,31521439.28,31305666.06,30866619.35,31900243.91,32745607.98,34007253.68,35520711.15,36927635.87,37760402.01,37992259.61,38203140.81,37940634.43,37637528.86,37474963.13,38608794.94,38849455.07,39234956.98,39658945.85,40176326.75,39698486.6,39315459.16,39437810.45,39674976.13,39949522,40530469.81,42131869.34,42123453.42,40945529.87,40718597.78,40691750.68,,
Europe & Central Asia (excluding high income),ECA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,98200,91600,71500,140000,133600,154483,143811,230994,194852,254903,270442,263814,289374,251481,249952,282072,321931,302664,344199,434487,549203,573054,613260,674157,674747.0625,677936.125,686927.1377,734469.4004,10353016.8,10009721.71,9122992.693,8194659,6670863.2,5466517,4761113,5486114.3,5750912.7,5631552.8,5531762.5,5287036.9,5059956,4591366.2,4197565.8,4173714.6,3826957.516,4017488,4157866.1,4464897.4,4281334,4654521.2,4914919.6,5074232.8,5033517.8,5060348,4834119.9,5154714.316,5343458.7,5571480.103,5834615.1,,
Europe & Central Asia,ECS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,8074060,8485100,8612989,8980319.125,9803489.125,10903547.38,11694728.75,12296627,11960442,11486515,12205944,12314374,12413438,12707100,12842434,12622538,13579672,13494078,12767852.09,12713889.72,12856675.88,12960107.65,12511506.08,12938000.64,13309362.64,13030806.37,12776007.15,12887861.62,24113763.53,23192392.65,20967140.91,20098837.81,19216172.45,17853354.3,17214412.6,18610279.39,18794113.27,19158452.73,18329130.41,17533061.62,17630773.42,17298188.35,16751845.83,15888640.91,15301763.85,15133984.62,14804618.79,14840563.53,14370515.28,14562089.38,15099474.32,14607607.36,14232911.15,14680994.59,14872926.1,15315699.31,14864776.52,16107113.36,16294046.67,,
Ecuador,ECU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,44300,38600,42500,49700,46300,53500,48200,57500,68900,64890,90970,102530,106840,151565,175470,214198,280638,421954,610399,600266,629977,526740,585911,336156,849180,1056800,959932,610035,800393,611582,288913,330525,226817,290394,330475,508578,702974,536887,322348,503032,596489,587770,319169,399526,356774,464387,469060,408926,505571,498679,399874,506430,512308,513347,662356,643280,715496,623300,598807,,
"Egypt, Arab Rep.",EGY,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,83900,86800,112800,109000,128000,96200,93100,74700,74900,74100,70758,77268,71209,78514,89344,97574,91764,91541,84915,120481,121397,120715.5781,131732.6406,132306.3906,136839.5313,174109.7656,183653.9688,184712.8906,232128.7969,233105.7969,251036,284431,282401.8125,302830.6875,311601.5938,335301.5,340435.4063,371333.1875,406205,422666,384315,428634,425163,431124,393495,349554,375895,372492,373816,387399,385210,375355,354174,356858,344792,344113,335614,370960,373286,,
Euro area,EMU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3521471,3649449,3634345,3821693.125,4050216.125,4225906.375,4278249.75,4506355,4649885,4444173,4475609,4350386,4296136,4483313,4474673,4306558,4173109,3854946,3843286.094,3631548.719,3775424.875,3963250.648,4050248.078,4010582.638,4105620.578,4107066.242,4144069.013,4133518.219,5518193.734,5405795.938,4968976.219,4894696.813,4217534.172,4272904.031,4167182.594,4363878.031,4206004.578,4149190.438,4195719.836,4085011.531,3953915.172,4107923.023,3849375.492,3841392.273,3794467.211,3812967.531,3839835.56,3677791.501,3542235.198,3456693.681,3577800.422,3415348.5,3156033.168,3284246.243,3524910.199,3304453.994,3376806.316,3495374.601,3456669.229,,
Eritrea,ERI,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,2706,3559,3252,1038,1852.900024,6997.049805,12712,8880,7852,6689,7404,4027,8813,2232,1965,3330,3586,2939,4452,4300,4300,4300,4300,4300,4300,,
Spain,ESP,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,907298,971112,993604,993581.125,1068328.125,1188740.375,1204516.75,1308681,1455161,1386415,1426479,1374699,1405810,1431405,1430038,1436580,1418869,1337950,1314012.375,1153818,1170237.5,1181649.5,1239745,1179025.5,1194527.5,1222954.75,1233945.625,1269198.625,1327483,1308066.75,1131229.25,1078644.25,1091922.375,1099902.625,1108855.25,1195727.125,1189566,1220302.25,1256879.25,1191051.625,1063207,1090812.25,883740.5,889683.375,811999.8125,855290.125,962054.125,820313.125,923454.875,932443.3125,975413.625,1011433.188,931612.875,990207,1064906,977970,916886.3125,953791.3125,928815.3125,,
Estonia,EST,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397381,374222,345147,327876,128996,147185,124091,132576,108720,126057,121594,113112,113347,105492,102365,80208,88625,99581,86884,99444,102580,98504,95731,81580,67744,69781,69160,73616,76054,82821,87462,,
Ethiopia,ETH,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,8300,8600,9100,9600,12000,15900,16200,16200,14600,14400,17200,19100,14800,4700,5900,3930,2970,2472,2515,2800,3507,3828,3750,3900,4300,4000,4100,4000,4066,4236,14265,6335,4590,4769,5287,8330,8770,10370,14000,16849,15725,15432,12520,10113,10451,9797,10617,13794,17262,17050,18062,24118,29352,38371,50119,45525,50007,56005,57166,,
European Union,EUU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4552526,4763038,4914213,5257660.125,5580843.125,5761074.375,5816937.75,6313232,6909433,6489497,6577194,6628468,6642558,6877918,7385673,7316792,7280102,6735296,6536739.094,6374336.719,6916199.875,6925048.648,7117154.078,7172332.638,7216250.578,7078173.242,7146769.013,7016276.219,8677824.734,8375291.938,7302335.219,7465607.813,7090987.25,6694123.305,6928397.602,7288707.085,6657817.574,6729797.93,6472341.914,6130232.723,6097232.416,6205506.148,5865091.031,5393438.309,5402391.332,5193204.621,5186560.692,4787535.134,4681552.276,4741021.181,4884176.723,4606544.562,4097497.348,4456799.587,4749808.199,4692707.994,4573916.816,4957735.258,4789538.565,,
Fragile and conflict affected situations,FCS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,897735,899074,946102,956211,1010244,1057093,1100796,1116420,1217095,1272844,1334237,1437360,1465258,1622791,1578859,1564053,1652734,1650729,1738980,1809039,1853070,1799700,1759440,1790642.243,1905108.91,1934562.707,2078639.318,2222350.775,2274030.97,2375955.689,2401077.355,2388880.777,2453178.711,2482688.719,2517644.613,2836594.059,2621551.495,2875353.926,3033590.041,3081085.515,3317997.707,3597275.736,3852399.467,4065161.281,4520065.547,4537796.109,4584080.848,4603375.836,4580256.699,4729123.633,4807782.594,4890293.91,5086015.449,5165705.352,5381150.781,5356661.453,5696565.828,6035489,5868238,,
Finland,FIN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,65500,67000,64900,80500,62900,73200,70800,73700,92200,86500,80700,90200,87600,98800,110650,109997,117559,115331,135711,130697,160579,149696,157818,167647,169408,169122,156544,153675,159624,146622,133020,119372,151795,156336,164269,167485,179079,180100,171693,160598,156458,150067,142432,122107,135713,132045,149603,164895,149026,155101,156447,154000,162487,167904,183135,183025,193173,191167,184299,,
Fiji,FJI,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3000,3000,3000,3200,3400,3500,3500,3500,3800,3800,3900,3900,4700,4700,4800,5036,5589,7935,9250,20243,20404,23608,24931,24227,25633,26113,26440.40039,27774.5,29120,29475.30078,33175.76953,29518.38086,25188.20117,28814,30116,30307,26622,29721,30667.60938,39206,42366,45106,40320,37237.80078,49632.66016,47390,48733,47247,46595,46387,41943,46159,44363,40863,43290,41234,44652,47126,43672,,
France,FRA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,651576,674920,654311,689299,709330,745249,799698,810052,829986,750969,752458,761294,725937,764694,747194,714393,713101,656550,696895.3125,649366.3125,652110.875,673271.875,668109.625,690911.5,677803.5625,695289.375,716702.5625,694899.5,741153.0625,719648.375,699246.8125,657306.5,668774.5,681951.5,703979.625,688478.3125,643249.875,642803.5,610466.5,657231.8125,694723.625,672078.6875,702197,709159.6875,665046.1875,598621.8125,595229.875,553733.6875,500203.8125,440359.3125,452253.5,502010.5,472560.5,540353.125,556717,507037.0938,572553.1875,545667.8125,611842.375,,
Faroe Islands,FRO,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,111077,122139,146027,140038,140398,146479,167804,175325,167989,177691,208220,208390,208663,247312,247312,286698,342537,311388,317946,268470,277837,246316,253170,331664,348760,374918,351596,388019,363002,304105,273996,229098,250048,246294,239175,288175,306287,330657,365750,358970,455242,517381,527415,621683,600729,565873,623122,620834,518275,351117,395017,355682,361187,488680,542902,585564,568739,703591,660936,,
"Micronesia, Fed. Sts.",FSM,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,400,500,500,600,600,700,800,1000,1000,1000,1500,1500,1500,1500,1500,1500,1500,1503,1505,1505,1720,1720,1777,1777,1777,3564,3864,3766,2973,2266,2367,12552,16740,18168,22310,8082,8808,9781,15807,12589,23460,19471,22926,33753,31972,32361,15442,20873,25445,28606,31526,37345,47853,36320,52706,71707,88397,98931,129916,,
Gabon,GAB,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,6000,6500,7000,7000,7000,8000,8000,8000,9000,9000,10000,10000,10000,12000,12000,14900,14820,14010,17800,21000,19800,20146,20605,19449,21000,20953,20223,22185,22091,20500,20000,22000,24000,31789,31015,40437,46113,44193,53754,51255,47826,42871,41570,45479,46072,43863,41521,37814,31326,29589,32692,36522,36500,36600,36855,33000,31000,29000,29000,,
United Kingdom,GBR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1020331,959416,1008287,1008921,1034141,1117764,1140930,1104408,1118670,1165185,1175607,1206030,1172818,1215094,1174655,1067903,1127509,1081583,1116508,992163,894700,878818,904565,838997,827712,881361,836507,924062,912033,865653,771699,797239,818724,865784,884557,918464,876839,899837,923267,840745,754527,769568,729055,643961,654962,670336,624738,619747,596021,590853,612629,601385,631199,632373,755668,705623,703245,726002,700242,,
Georgia,GEO,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201355,147688,104574,58153,38100,18240,7413,3560,2453,2583,3001,1413,1791,1636,1811,3306,11988,9974,14746,44068,48443,50026,46049,26547,12070,15520,19020,22520,44708,137423.2031,213077,,
Ghana,GHA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,33800,36500,45700,59800,76600,76500,85696,98990,74080,130954,171517,232662,281189,221664,219146,261391,246601,271933,274631,236979,231566,240510,244163,251503,269563,276216,319818,381814,362050,361675,395872,362538,423425,372619,335437,352844,476744,447127,445541,496770,454346,450353,375182,393547,420911,373985,375050,316564,351231,324585,348089,344575,366044,300718,290199,347621,332635,381091,376767,,
Gibraltar,GIB,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Guinea,GIN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4000,4000,4000,4000,5000,5000,5000,6000,6000,6000,6000,8300,8300,9500,12100,13370,9920,9120,10000,18453,20000,22000,24000,26000,28000,30000,33000,35000,38000,41000,44000,49500,55000,60600,63800,67960,63360,62441,69764,87314,91513,105404,93754,121925,97730,109138,104718,82073,94513,127746,113504,184962,198282,230049,207348,193142,172892,333197,286675,,
"Gambia, The",GMB,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4500,4800,5300,5300,5300,6200,6200,6200,6700,6700,7447,7739,7884,12294,12695,12695,12695,18092,14972,11143,13265,14739,9212,11653,11882,10712,13262,14642,13852,19789,21602,24985,18045,21308,22781,23699,31601,32743,29033,32639,29016,34527,37405,37366,32817,34955,37477,43574,42881,45884,46624,41500,36062,43726,51500,55968,58261,60461,49526,,
Guinea-Bissau,GNB,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,700,700,600,600,800,900,700,700,1300,1400,1500,1400,1700,1700,1700,1669,3575,4275,4283,2936,4166,3643,3977,2671,2751,3743,3700,4100,4690,5400,5400,5000,5200,5350,6000,6328,7000,7200,6700,6200,6315,6848,7324,6153,6650,6983,7067,6500,6804,6721,6584,6549,6829,6707,6700,6700,6700,6700,6700,,
Equatorial Guinea,GNQ,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,900,500,800,1000,1000,600,1200,1100,3700,3500,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,2500,2500,2019,2341,4000,3600,4400,4000,4000,4000,3700,3500,3600,3507,5069,2306,5040,6090,6005,7001,3634,3600,3550,3550,3500,3750,4000,4533,5400,7669,7376,7115,7834,6940,6068,6420,6451,6380,6410,,
Greece,GRC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,87100,85100,80100,80100,83600,89700,91000,93200,99900,94200,85099,94164,92049,103346,92278,94936,105962,106867,100871,103282,105651,101460.1797,104637.7969,99847.39844,105998.7969,112584.8984,122552,132002.4063,119599.2969,131797.5,132381,138644.9063,152611.7969,159100.5,181124.9063,151716.5,151051.2031,156978.0938,110146.3984,120591.75,99343.70313,94196.39844,96078.89844,93781.39844,93891.39844,92430.5,98239.70313,96095.79688,85885.29688,83181.79688,70179.79688,63246.5,61044.19922,64171.19922,60172.69922,65426.60156,76570.29688,78183,77236.79688,,
Grenada,GRD,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,300,500,900,700,1100,1300,1200,1300,1300,1400,1300,1500,1700,1700,1634,1700,1700,2958,2238,1491,1419,788,982,1479,1555,1727,2296,2214,2092,1782,1911,2071,2115,2212,1599,1499,1577,1530,1837,1828,1701,2250,2171,2544,2039,2048,2163,2207,2386,2648,2182,2322,2263,2695,2850,2707,2550,2550,2550,,
Greenland,GRL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,53018,55904,53852,45569,52475,54145,56155,53643,47019,86708,121820,114156,122694,137746,139162,133466,132476,160386,179340,202748,201024,208464,205270,194418,188308,162285,125043,162673,176199,215017,199097,178822,182612,261098,261765,283460,297236,277704,297590,352352,351788,336528,356596,336462,375128,431163,445845,398254,401789,360423,369182,358625,345737,413518,428395,395248,384779,406750,371742,,
Guatemala,GTM,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1000,1300,2100,2500,2700,2100,3000,2500,1900,3000,3400,3300,3100,3700,3881,4530,3653,3074,5504,4898,3507,4265,4284,2376,2963,2707,2119,2426,2805,3614,6894,6513,6578,7582,7211,8253,7653,6896,10847,21018,39203,29704,23427,23696,10012,18979,17569,17965,23291,20149,22332,19844,19991,22086,22178,20497,19039,20519,17009,,
Guam,GUM,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91,131,95,184,200,162,253,315,399,290,348,433,425,320,395,340,476,514,388,388,398,266,260,271,355,324,624,673,435,456,532,280,418,326,329,462,394,386,354,437,410,1312,1391,396,370,,
Guyana,GUY,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,5700,7400,7900,9200,10400,12000,12300,13900,16000,16600,17400,15500,17600,19000,23617,20123,20956,31907,35978,35288,31530,32798,32794,44477,117599,195769,94415,82415,83493,42304,49505,49829,44711,45681,47052,49456,51233,54908,52840,64403,59446,60221,57225,63501,60667,56449,58288,65109,66668,72336,65870,71974,73551,79246,72718,57921,43732,59960,52708,,
High income,HIC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,18989169,20359956,21115663,21242529.13,22096404.13,23504923.38,25244527.75,26062537,27187013,26372753,28221327,29401398,29134408,29998542,30828756,30364736,32476702,32562716,32994691.09,33567749.72,34297044.88,35514706.44,35568174.93,36932408.2,39196022.62,38974977.77,40519855.72,40570974.25,42817702.53,42751174.8,39568204.65,38366447.73,38936347.53,37907289.89,39005294.68,38426233.66,37458246.69,37323987.61,33019341.46,34204262.07,33135229.64,32984952.77,32895472.2,31821530.67,32585544.07,31660437.04,30837960.69,30166275.54,28904901.68,27813609.54,27366444.52,27629813.28,26443596.22,26404733.65,27284425.78,26555142.25,24947885.25,26589022.35,26470535.19,,
"Hong Kong SAR, China",HKG,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,49850,54200,58790,60300,62430,65581,63412,66960,110330,115320,133224,124787,131778,124496,138184,145947,151170,153638,156127,182549,186797,174598,171880,180742,192036,190295,204436,217666,227390,232985,224239,220288,220183,217545,211010,194999,183856,186000,180000,127780,157012,173972,169790,157444,167544,161964,154536,154147,158126,158965,168010,170720,155230,170129,160789,145193,142775,127554,124299,,
Honduras,HND,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1700,2550,2550,2550,3400,4050,2600,4000,5700,5450,5000,5700,5750,4450,3861,5005,4629,5924,6768,8803,6550,6295,7940,11331,9471,11185,22188,25974,26579,23463,21140,32377,27963,28820,17337,27741,27260,23780,15468,22569,17915,22292,15789,17343,17766,21215,22657,16690,16104,13498,12078,11381,12548,11849,8639,10759,10600,10600,10600,,
Heavily indebted poor countries (HIPC),HPC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,766117,795867,851267,907667,998417,1062267,1125171,1215141,1291191,1398883,1519453,1609338,1684988,1719371,1746589,1829506,1810932,1944680,1894495,1802164,1821623,1836077,1841346,1952199.1,2143356,2229390,2303753,2515539.9,2522381.212,2501669.931,2645196.188,2500671.75,2717432.313,2648713.344,2495499.063,2713577,2874272.788,2960529.188,2872899.806,3045367.55,3109368,3166632.25,3073990.5,3411254.25,3630373.188,3660786.5,3442616.5,3639583.5,3651802.5,3816566,3928484,4215913,4333525,4407692,4403407,4448796.25,4869200,5467141,5508566.75,,
Croatia,HRV,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26732.07813,26630.27344,17481.00781,16268.05371,18236.99609,17041.49219,21946.07813,18909.19141,21068.24414,18551.125,21239.53906,19958.03516,30172.12109,34695.08984,37876.13281,40228.63281,49068.07813,55790.5,52867.30078,71396.0625,64389.17969,75831.34375,80369,73947,73305.5,69945.65625,70557.33594,,
Haiti,HTI,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3000,3000,3000,3100,3300,3400,3400,3500,3500,3500,4000,4000,4000,4000,4000,4000,4000,4150,4300,4500,5000,5500,6000,6502.100098,6901,6400,6000,5767.899902,5517.899902,5517.899902,5167,5216,5016,5615,5215,5514,6014,6313,6610,7010,7410,7810,8110,8310,9660,11010,12260,13510,14810,16010,13710,16530,16510,16510,16510,16510,16510,16510,16350,,
Hungary,HUN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4900,6800,7250,6850,6600,7520,8010,8970,10100,7500,6500,6800,6300,7474,8368,8838,9932,12772,10802,11219,11163,12989,15972,16247,22704,18612,19065,18811,20324,14969,16234,8445,8678,7886,8307,7314,7606,7406,7265,7514,7101,6638,6750,6536,7242,7609,7543,7024,7394,6366,6216,7048,6717,6472,7463,5926,5048,5607,5234,,
IBRD only,IBD,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,11686577,13944199,16348545,16886118,20508476,18794388,21441985,23178027,25065237,23575420,26887105,25759942,20148286,18806946,21355084,20510974,21968923,21167070,23185265.89,24132097.79,23695197.09,24977643.08,26682193.64,25771687.31,28714794.78,30919881.1,34401486.88,34281304.8,46816005.83,48619434.54,46603813.83,47750018.24,49478588.46,51498557.32,58093821.88,58533844.44,60279933.17,58381673.03,52493943.42,58490604.26,60466645.63,57125266.79,57923403.21,55162554.56,59906926.98,59506088.15,57919443.94,57875092.36,57790715.78,57494661.19,55293215.82,59795733.06,57346528.6,58304513.92,57903022.32,58922161.94,57608969.83,58935921.38,61919404.23,,
IDA & IBRD total,IBT,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,13432779,15772700,18302324,18907193,22709633,21147807,23927129,25795267,27828715,26485901,30032941,29176087,23784046,22605068,25127863,24168920,25700032,25096589,27098068.89,27986503.79,27552416.09,28924977.08,30679367.64,29987206.56,33202898.91,35602451.21,39285648.6,39344372.07,51998782.11,53861226.56,52173064.18,53242194.25,55209149.68,57282998.39,63736822.56,64560327.24,66284064.2,64833663.8,59127985.56,65756657.17,68012894.24,64974828.61,65930880,63648508.4,69103781.58,69177429.26,67764877.79,67830939.4,67761356.48,67981501.82,65728402.92,70492917.47,68248768.55,69430633.67,69313386.31,70361761.64,69672561.75,71952300.38,74905451.98,,
IDA total,IDA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1746202,1828501,1953779,2021075,2201157,2353419,2485144,2617240,2763478,2910481,3145836,3416145,3635760,3798122,3772779,3657946,3731109,3929519,3912803,3854406,3857219,3947334,3997174,4215519.243,4488104.134,4682570.106,4884161.718,5063067.275,5182776.283,5241792.021,5569250.353,5492176.008,5730561.225,5784441.063,5643000.676,6026482.809,6004131.026,6451990.77,6634042.134,7266052.905,7546248.613,7849561.814,8007476.795,8485953.832,9196854.598,9671341.109,9845433.848,9955847.039,9970640.699,10486840.63,10435187.09,10697184.41,10902239.95,11126119.75,11410363.98,11439599.7,12063591.93,13016379,12986047.75,,
IDA blend,IDB,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,234352,233663,253736,271926,311928,341834,402418,415140,423033,439853,490641,584364,629367,730686,691452,646098,700333,750175,799779,830839,797745,830761,858780,897868,920558,955590,1011443.4,1036338.5,1081943,1107756.301,1247959.81,1227527.481,1248427.201,1300329.684,1280002.316,1368989.406,1343138.789,1477275.086,1611397.734,1693993.758,1734529.281,1675186.203,1714914.75,1652908.363,1791672.113,1818399.469,1931633.688,1812949.156,1903594.5,1903532.734,1958572.938,2006238.75,2066848.375,2160990.469,2314528.469,2225722.469,2310346.469,2520754,2383167,,
Indonesia,IDN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,681061,828628,857937,850976,910852,980902,1137261,1086299,1075825,1129110,1148494,1159181,1177852,1164611,1225698,1226933,1329767,1414037,1478892,1567885,1652660,1677030,1753048,1944527,1982327,2093069,2196212,2306077,2462514,2576870,2668521,2816195,2983772,3212909,3453274,3645428,3767439,3918472,4024958,4018532.5,4168921.5,4349342,4420029,4710291,4754105,4721419,4818814,5060086,5019071,5128007,5402213,5776454,5883521,6157745,6550715,6760874,6595077,6790477.5,7270238,,
IDA only,IDX,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1511850,1594838,1700043,1749149,1889229,2011585,2082726,2202100,2340445,2470628,2655195,2831781,3006393,3067436,3081327,3011848,3030776,3179344,3113024,3023567,3059474,3116573,3138394,3317651.243,3567546.134,3726980.106,3872718.318,4026728.775,4100833.283,4134035.72,4321290.543,4264648.527,4482134.023,4484111.379,4362998.359,4657493.402,4660992.237,4974715.684,5022644.4,5572059.147,5811719.332,6174375.611,6292562.045,6833045.469,7405182.484,7852941.641,7913800.16,8142897.883,8067046.199,8583307.895,8476614.156,8690945.66,8835391.574,8965129.281,9095835.516,9213877.234,9753245.461,10495625,10602880.75,,
Isle of Man,IMN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4900,4900,4500,4000,3600,5100,4600,6000,7200,9800,14700,16900,18000,15500,14791,14505,11242,11844,10504,12407,10106,8642,6298,8322,7668,6974,5778,5561,5624,5696,4085,4562,4481,4850,3571,3734,3537,4289,2214,2609,3552,3112,3127,2984,2627,2764,2579,3812,2770,3555,4814,6844,6172,5745,3755,7781,7040,6759,4431,,
India,IND,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1116557,911641,919532,985873,1255504,1258353,1286639,1311378,1427129,1495679,1636829,1716303,1485142,1787620,2064670,2053375,1938973,2049755,2014855,2015210,2080157,2041720,1916381,2003865.5,2302519,2206097.5,2321273,2206075,2307632,2713689,2862586,2907233,2929102,3150212,3347607,3357740,3542954,3620948,3473492,3552149,3726427,3817092,3783853,3757899,3426509,3725362,3877337,3890293,4128727,4094756,4715816,4336132,4895141,4665440,4999493,4862038,5196945,5553948,5342888,,
Not classified,INX,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,40700,31200,28500,26500,30900,34600,38800,48900,50500,63500,75200,69200,86600,87391,85782,84165,90019,89222,100237,89552,144391,185429,205954,197088,224827,248827,248878,263767,273824,219849,248374,265510,279887,310322,327371,423560,365942,328050,360646,319543,312397,392530,318742,301226,310578,297181,241288,244370,234819,298584,348441,243466,305427,275950,306424,264370,259856,276330,251241,,
