Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","208","Tajikistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","12.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","216","Thailand","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","60.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","216","Thailand","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","24.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","176","Timor-Leste","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","57.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","176","Timor-Leste","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","15.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","217","Togo","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","57.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","217","Togo","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","220","Trinidad and Tobago","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","84.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","220","Trinidad and Tobago","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","41.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","222","Tunisia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","222","Tunisia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","28.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","223","Turkey","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","101.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","223","Turkey","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","35","F","FAO estimate",""
"FS","Suite of Food Security Indicators","213","Turkmenistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","92.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","213","Turkmenistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","39.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","52.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","230","Ukraine","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","85.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","230","Ukraine","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","37","F","FAO estimate",""
"FS","Suite of Food Security Indicators","225","United Arab Emirates","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","108.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","225","United Arab Emirates","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","45.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","229","United Kingdom of Great Britain and Northern Ireland","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","103.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","229","United Kingdom of Great Britain and Northern Ireland","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","58","F","FAO estimate",""
"FS","Suite of Food Security Indicators","215","United Republic of Tanzania","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","59.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","215","United Republic of Tanzania","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","9.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","231","United States of America","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","112.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","231","United States of America","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","72.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","234","Uruguay","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","83.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","234","Uruguay","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","44.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","235","Uzbekistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","93.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","235","Uzbekistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","37.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","155","Vanuatu","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","64","F","FAO estimate",""
"FS","Suite of Food Security Indicators","155","Vanuatu","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","25.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","236","Venezuela (Bolivarian Republic of)","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","57","F","FAO estimate",""
"FS","Suite of Food Security Indicators","236","Venezuela (Bolivarian Republic of)","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","26.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","237","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","89.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","237","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","36.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","249","Yemen","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","54.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","249","Yemen","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","11","F","FAO estimate",""
"FS","Suite of Food Security Indicators","251","Zambia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","58.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","251","Zambia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","11","F","FAO estimate",""
"FS","Suite of Food Security Indicators","181","Zimbabwe","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","50.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","181","Zimbabwe","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","11","F","FAO estimate",""
