Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","66.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","101","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","20.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","102","Iran (Islamic Republic of)","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","86","F","FAO estimate",""
"FS","Suite of Food Security Indicators","102","Iran (Islamic Republic of)","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","24","F","FAO estimate",""
"FS","Suite of Food Security Indicators","103","Iraq","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","58.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","103","Iraq","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","12","F","FAO estimate",""
"FS","Suite of Food Security Indicators","104","Ireland","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","109.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","104","Ireland","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","64.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","105","Israel","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","121.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","105","Israel","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","71","F","FAO estimate",""
"FS","Suite of Food Security Indicators","106","Italy","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","105.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","106","Italy","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","56","F","FAO estimate",""
"FS","Suite of Food Security Indicators","109","Jamaica","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","71.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","109","Jamaica","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","35","F","FAO estimate",""
"FS","Suite of Food Security Indicators","110","Japan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","85.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","110","Japan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","47","F","FAO estimate",""
"FS","Suite of Food Security Indicators","112","Jordan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","68.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","112","Jordan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","23.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","93.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","108","Kazakhstan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","54","F","FAO estimate",""
"FS","Suite of Food Security Indicators","114","Kenya","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","61.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","114","Kenya","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","15","F","FAO estimate",""
"FS","Suite of Food Security Indicators","83","Kiribati","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","74.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","83","Kiribati","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","36.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","118","Kuwait","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","99","F","FAO estimate",""
"FS","Suite of Food Security Indicators","118","Kuwait","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","47.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","84.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","113","Kyrgyzstan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","34","F","FAO estimate",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","82.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","120","Lao People's Democratic Republic","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","18.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","119","Latvia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","95.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","119","Latvia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","53","F","FAO estimate",""
"FS","Suite of Food Security Indicators","121","Lebanon","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","68","F","FAO estimate",""
"FS","Suite of Food Security Indicators","121","Lebanon","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","20.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","122","Lesotho","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","57.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","122","Lesotho","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","11.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","123","Liberia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","38.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","123","Liberia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","9.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","126","Lithuania","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","125","F","FAO estimate",""
"FS","Suite of Food Security Indicators","126","Lithuania","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","74.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","106","F","FAO estimate",""
"FS","Suite of Food Security Indicators","256","Luxembourg","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","67.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","129","Madagascar","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","42.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","129","Madagascar","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","130","Malawi","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","67","F","FAO estimate",""
"FS","Suite of Food Security Indicators","130","Malawi","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","10","F","FAO estimate",""
"FS","Suite of Food Security Indicators","131","Malaysia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","77.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","131","Malaysia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","43","F","FAO estimate",""
"FS","Suite of Food Security Indicators","132","Maldives","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","90.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","132","Maldives","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","58.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","133","Mali","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","82.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","133","Mali","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","21","F","FAO estimate",""
"FS","Suite of Food Security Indicators","134","Malta","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","113.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","134","Malta","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","64.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","136","Mauritania","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","79.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","136","Mauritania","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","28.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","137","Mauritius","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","87","F","FAO estimate",""
"FS","Suite of Food Security Indicators","137","Mauritius","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","38.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","138","Mexico","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","92.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","138","Mexico","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","43.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","141","Mongolia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","81.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","141","Mongolia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","55","F","FAO estimate",""
"FS","Suite of Food Security Indicators","273","Montenegro","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","109.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","273","Montenegro","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","66","F","FAO estimate",""
"FS","Suite of Food Security Indicators","143","Morocco","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","98.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","143","Morocco","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","27","F","FAO estimate",""
"FS","Suite of Food Security Indicators","144","Mozambique","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","50","F","FAO estimate",""
"FS","Suite of Food Security Indicators","144","Mozambique","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","8.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","28","Myanmar","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","91.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","28","Myanmar","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","43","F","FAO estimate",""
"FS","Suite of Food Security Indicators","147","Namibia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","63","F","FAO estimate",""
"FS","Suite of Food Security Indicators","147","Namibia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","22","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","72.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","149","Nepal","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","11.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","104.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","150","Netherlands","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","69.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","81.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","153","New Caledonia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","48.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","90.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","156","New Zealand","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","51","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","65","F","FAO estimate",""
"FS","Suite of Food Security Indicators","157","Nicaragua","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","21.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","158","Niger","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","80.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","158","Niger","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","12","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","57","F","FAO estimate",""
"FS","Suite of Food Security Indicators","159","Nigeria","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","80.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","32.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","162","Norway","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","110","F","FAO estimate",""
"FS","Suite of Food Security Indicators","162","Norway","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","64.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","221","Oman","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","84.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","221","Oman","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","42.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","165","Pakistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","64.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","165","Pakistan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","27","F","FAO estimate",""
"FS","Suite of Food Security Indicators","166","Panama","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","78.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","166","Panama","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","42","F","FAO estimate",""
"FS","Suite of Food Security Indicators","169","Paraguay","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","70","F","FAO estimate",""
"FS","Suite of Food Security Indicators","169","Paraguay","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","32","F","FAO estimate",""
"FS","Suite of Food Security Indicators","170","Peru","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","77","F","FAO estimate",""
"FS","Suite of Food Security Indicators","170","Peru","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","28.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","171","Philippines","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","60.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","171","Philippines","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","24.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","173","Poland","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","100.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","173","Poland","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","54","F","FAO estimate",""
"FS","Suite of Food Security Indicators","174","Portugal","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","112.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","174","Portugal","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","71.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","95.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","48","F","FAO estimate",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","62.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","29.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","183","Romania","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","106.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","183","Romania","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","53","F","FAO estimate",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","101.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","54.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","184","Rwanda","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","59","F","FAO estimate",""
"FS","Suite of Food Security Indicators","184","Rwanda","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","73.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","47.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","85.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","52.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","88.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","48.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","244","Samoa","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","84.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","244","Samoa","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","52.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","52.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","15.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","88","F","FAO estimate",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","37.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","195","Senegal","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","60","F","FAO estimate",""
"FS","Suite of Food Security Indicators","195","Senegal","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","12.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","272","Serbia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","81.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","272","Serbia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","39.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","55","F","FAO estimate",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","13.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","199","Slovakia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","64.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","199","Slovakia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","34.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","198","Slovenia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","98","F","FAO estimate",""
"FS","Suite of Food Security Indicators","198","Slovenia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","53","F","FAO estimate",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","54.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","15.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","202","South Africa","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","83","F","FAO estimate",""
"FS","Suite of Food Security Indicators","202","South Africa","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","34.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","203","Spain","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","105.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","203","Spain","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","64.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","63","F","FAO estimate",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","17.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","276","Sudan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","67.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","276","Sudan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","21.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","207","Suriname","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","60.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","207","Suriname","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","25.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","210","Sweden","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","106.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","210","Sweden","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","69","F","FAO estimate",""
"FS","Suite of Food Security Indicators","211","Switzerland","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","94.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","211","Switzerland","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","59.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","208","Tajikistan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/capita/day","54.3","F","FAO estimate",""
