Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/19/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Haiti,HTI,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.949882981,1.949882981,,
Hungary,HUN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,22.59755816,22.59755816,,
IBRD only,IBD,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.65747233,14.47290377,14.47290377,,
IDA & IBRD total,IBT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7305732,14.72456445,14.72456445,,
IDA total,IDA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96242629,15.54551463,15.54551463,,
IDA blend,IDB,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05847141,14.07090258,14.07090258,,
Indonesia,IDN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87,12.16569636,12.16569636,,
IDA only,IDX,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1797691,15.91269147,15.91269147,,
Isle of Man,IMN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,3.721769991,3.721769991,,
India,IND,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,5.966519402,5.966519402,,
Not classified,INX,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44,14.44126185,14.44126185,,
"Iran, Islamic Rep.",IRN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61,8.614132742,8.614132742,,
Iraq,IRQ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.533412118,1.533412118,,
Iceland,ISL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44,18.15153229,18.15153229,,
Israel,ISR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94,19.94659908,19.94659908,,
Italy,ITA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.51,21.53905961,21.53905961,,
Jamaica,JAM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.91,15.91651353,15.91651353,,
Jordan,JOR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,1.770578642,1.770578642,,
Japan,JPN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,29.38753863,29.38753863,,
Kazakhstan,KAZ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,3.312085662,3.312085662,,
Kenya,KEN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.36,12.36335962,12.36335962,,
Kyrgyz Republic,KGZ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,6.702692983,6.702692983,,
Cambodia,KHM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.03,26.0277161,26.0277161,,
Kiribati,KIR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37,22.36041349,22.36041349,,
St. Kitts and Nevis,KNA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,3.316634717,3.316634717,,
"Korea, Rep.",KOR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23,11.671125,11.671125,,
Kuwait,KWT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,17.50067696,17.50067696,,
Latin America & Caribbean (excluding high income),LAC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.47862441,23.84588449,23.84588449,,
Lao PDR,LAO,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.68,16.68220563,16.68220563,,
Lebanon,LBN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.597308624,2.597308624,,
Liberia,LBR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,4.051310925,4.051310925,,
Libya,LBY,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.211847868,0.211847868,,
St. Lucia,LCA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,18.74520959,18.74520959,,
Latin America & Caribbean,LCN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.10797917,23.46328538,23.46352683,,
Least developed countries: UN classification,LDC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.50838428,15.25615711,15.25615711,,
Low income,LIC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.90628264,13.94315131,13.94315131,,
Liechtenstein,LIE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.49,11.93510418,11.93510418,,
Sri Lanka,LKA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.86,29.8619989,29.8619989,,
Lower middle income,LMC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.33720029,14.31370801,14.31370801,,
Low & middle income,LMY,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58225792,14.57364872,14.57364872,,
Lesotho,LSO,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.261388681,0.261388681,,
Late-demographic dividend,LTE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.65403685,15.45369361,15.45369361,,
Lithuania,LTU,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.94,17.02310098,17.02310098,,
Luxembourg,LUX,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.27,40.87274138,40.87274138,,
Latvia,LVA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.17,18.17132119,18.17132119,,
"Macao SAR, China",MAC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.78,12.77155153,12.77155153,,
Morocco,MAR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.81,30.77760111,30.77760111,,
Monaco,MCO,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,33.15510358,33.15510358,,
Moldova,MDA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,4.150534549,4.150534549,,
Madagascar,MDG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,5.589556315,5.589556315,,
Maldives,MDV,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.209095677,1.209095677,,
Middle East & North Africa,MEA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58900456,6.71687982,6.71687982,,
Mexico,MEX,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.27,14.5005326,14.5005326,,
Marshall Islands,MHL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.06,11.91570861,11.91570861,,
Middle income,MIC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.84633474,14.66806463,14.66806463,,
North Macedonia,MKD,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,9.654065158,9.654065158,,
Mali,MLI,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,8.231610055,8.231610055,,
Malta,MLT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.69,30.28637583,30.28637583,,
Myanmar,MMR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17,6.37050102,6.37050102,,
Middle East & North Africa (excluding high income),MNA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17191155,7.170691298,7.170691298,,
Montenegro,MNE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,6.400711029,6.400711029,,
Mongolia,MNG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,17.71388257,17.71388257,,
Northern Mariana Islands,MNP,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,7.669449834,7.669449834,,
Mozambique,MOZ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.59,21.59322824,21.59322824,,
Mauritania,MRT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.621988214,0.621988214,,
Mauritius,MUS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,4.725388813,4.725388813,,
Malawi,MWI,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89,22.87604771,22.87604771,,
Malaysia,MYS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14,19.11931656,19.11931656,,
North America,NAC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.31606959,11.32493655,11.32493655,,
Namibia,NAM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.89,37.89093103,37.89093103,,
New Caledonia,NCL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.41,54.40415763,54.40415763,,
Niger,NER,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.32,17.31709252,17.31709252,,
Nigeria,NGA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93,13.92958361,13.92958361,,
Nicaragua,NIC,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.23,37.22586793,37.22586793,,
Netherlands,NLD,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.33,11.24373445,11.24373445,,
Norway,NOR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.97,17.10649287,17.10649287,,
Nepal,NPL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.63,23.62604198,23.62604198,,
Nauru,NRU,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.55,32.54525586,32.54525586,,
OECD members,OED,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4708459,15.09465968,15.09465968,,
Oman,OMN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.572733181,2.572733181,,
Other small states,OSS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0681652,29.48173312,29.48173312,,
Pakistan,PAK,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31,12.31458528,12.31458528,,
Panama,PAN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.89,20.89193998,20.89193998,,
Peru,PER,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.27,21.31417279,21.31417279,,
Philippines,PHL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.32,15.31665932,15.31665932,,
Palau,PLW,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.94,28.00019103,28.00019103,,
Papua New Guinea,PNG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,3.065929904,3.065929904,,
Poland,POL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.62,39.65013953,39.65013953,,
Pre-demographic dividend,PRE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96452283,15.7641492,15.7641492,,
Puerto Rico,PRI,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44,7.269164906,7.269164906,,
"Korea, Dem. People’s Rep.",PRK,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.435341503,2.435341503,,
Portugal,PRT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.96,22.90118008,22.90118008,,
Paraguay,PRY,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,14.31473608,14.31473608,,
West Bank and Gaza,PSE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.359251843,8.359251843,,
Pacific island small states,PSS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.316020267,4.298802057,4.298802057,,
Post-demographic dividend,PST,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31753441,14.97806468,14.97806468,,
French Polynesia,PYF,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,1.953194598,1.953194598,,
Qatar,QAT,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,13.22923543,13.22923543,,
Romania,ROU,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.35,24.4618675,24.4618675,,
Russian Federation,RUS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72,9.726914815,9.726914815,,
Rwanda,RWA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,9.114089073,9.114089073,,
South Asia,SAS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.292877667,7.291752241,7.291752241,,
Saudi Arabia,SAU,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,4.760127141,4.760127141,,
Sudan,SDN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,2.281763184,2.281763184,,
Senegal,SEN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.21,25.3527743,25.3527743,,
Singapore,SGP,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,5.554559828,5.554559828,,
Solomon Islands,SLB,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.210266123,2.210266123,,
Sierra Leone,SLE,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39,9.386319626,9.386319626,,
El Salvador,SLV,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78,8.776286672,8.776286672,,
San Marino,SMR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,
Serbia,SRB,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,6.61310734,6.61310734,,
Sub-Saharan Africa (excluding high income),SSA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.30631549,17.71597013,17.71597013,,
